10/04/24 13:20:51 Textual logger initiated. Now configuring tensorboard writer.
10/04/24 13:20:51 Tensorboard writers created. Tensorboard logs will be saved to "./Training Logs/10-04-24__13-20-51/tensorboard".
10/04/24 13:20:51 Starting Tensorboard thread...
10/04/24 13:20:55 Tensorboard is ready at http://localhost:6006/.
10/04/24 13:20:55 Continuing to training script...
10/04/24 13:20:58 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01), ('stochastic', True))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))

10/04/24 13:20:58 Train Loader Image Data Size: (28, 28)
10/04/24 13:20:59 (0:00:01.18) | [1/10000] Batch 0 (1.146s) | LR: 1e-08 | KLW: 0, KLD (loss): 4914.667, Rec. Loss: 13952.25781250 | Total Loss: 13952.25781250
10/04/24 13:21:59 (0:01:01.04) | [1/10000] Batch 1456 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5716.429, Rec. Loss: 12567.99218750 | Total Loss: 12567.99218750
10/04/24 13:21:59 (0:01:01.08) | [1/10000] Batch 1457 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6415.875, Rec. Loss: 14151.67675781 | Total Loss: 14151.67675781
10/04/24 13:21:59 (0:01:01.12) | [1/10000] Batch 1458 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6181.893, Rec. Loss: 13567.59375000 | Total Loss: 13567.59375000
10/04/24 13:21:59 (0:01:01.15) | [1/10000] Batch 1459 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 6349.004, Rec. Loss: 14085.19531250 | Total Loss: 14085.19531250
10/04/24 13:21:59 (0:01:01.19) | [1/10000] Batch 1460 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6276.122, Rec. Loss: 13706.92089844 | Total Loss: 13706.92089844
10/04/24 13:21:59 (0:01:01.23) | [1/10000] Batch 1461 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6100.610, Rec. Loss: 13443.62695312 | Total Loss: 13443.62695312
10/04/24 13:21:59 (0:01:01.27) | [1/10000] Batch 1462 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5727.470, Rec. Loss: 12554.81250000 | Total Loss: 12554.81250000
10/04/24 13:21:59 (0:01:01.31) | [1/10000] Batch 1463 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6148.570, Rec. Loss: 13420.11621094 | Total Loss: 13420.11621094
10/04/24 13:21:59 (0:01:01.35) | [1/10000] Batch 1464 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5848.409, Rec. Loss: 12886.16699219 | Total Loss: 12886.16699219
10/04/24 13:21:59 (0:01:01.39) | [1/10000] Batch 1465 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6564.392, Rec. Loss: 14262.42773438 | Total Loss: 14262.42773438
10/04/24 13:21:59 (0:01:01.42) | [1/10000] Batch 1466 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6224.176, Rec. Loss: 13492.85351562 | Total Loss: 13492.85351562
10/04/24 13:21:59 (0:01:01.46) | [1/10000] Batch 1467 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6203.055, Rec. Loss: 13543.96875000 | Total Loss: 13543.96875000
10/04/24 13:21:59 (0:01:01.50) | [1/10000] Batch 1468 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5378.630, Rec. Loss: 11801.03808594 | Total Loss: 11801.03808594
10/04/24 13:21:59 (0:01:01.54) | [1/10000] Batch 1469 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 6433.696, Rec. Loss: 14023.31933594 | Total Loss: 14023.31933594
10/04/24 13:21:59 (0:01:01.58) | [1/10000] Batch 1470 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6201.901, Rec. Loss: 13531.62402344 | Total Loss: 13531.62402344
10/04/24 13:21:59 (0:01:01.61) | [1/10000] Batch 1471 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6353.848, Rec. Loss: 13778.05761719 | Total Loss: 13778.05761719
10/04/24 13:21:59 (0:01:01.65) | [1/10000] Batch 1472 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 6103.299, Rec. Loss: 13515.02050781 | Total Loss: 13515.02050781
10/04/24 13:21:59 (0:01:01.69) | [1/10000] Batch 1473 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5924.777, Rec. Loss: 12958.06250000 | Total Loss: 12958.06250000
10/04/24 13:21:59 (0:01:01.73) | [1/10000] Batch 1474 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6331.857, Rec. Loss: 14024.60937500 | Total Loss: 14024.60937500
10/04/24 13:21:59 (0:01:01.77) | [1/10000] Batch 1475 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5786.108, Rec. Loss: 12788.43457031 | Total Loss: 12788.43457031
10/04/24 13:21:59 (0:01:01.81) | [1/10000] Batch 1476 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 6291.460, Rec. Loss: 13553.03906250 | Total Loss: 13553.03906250
10/04/24 13:22:00 (0:01:01.84) | [1/10000] Batch 1477 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6220.979, Rec. Loss: 13755.62109375 | Total Loss: 13755.62109375
10/04/24 13:22:00 (0:01:01.88) | [1/10000] Batch 1478 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6527.984, Rec. Loss: 14122.15527344 | Total Loss: 14122.15527344
10/04/24 13:22:00 (0:01:01.92) | [1/10000] Batch 1479 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5444.300, Rec. Loss: 11941.58007812 | Total Loss: 11941.58007812
10/04/24 13:22:00 (0:01:01.96) | [1/10000] Batch 1480 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6424.614, Rec. Loss: 14010.08691406 | Total Loss: 14010.08691406
10/04/24 13:22:00 (0:01:02.00) | [1/10000] Batch 1481 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5704.906, Rec. Loss: 12370.80371094 | Total Loss: 12370.80371094
10/04/24 13:22:00 (0:01:02.03) | [1/10000] Batch 1482 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5791.121, Rec. Loss: 12553.16699219 | Total Loss: 12553.16699219
10/04/24 13:22:00 (0:01:02.07) | [1/10000] Batch 1483 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6213.337, Rec. Loss: 13505.39453125 | Total Loss: 13505.39453125
10/04/24 13:22:00 (0:01:02.11) | [1/10000] Batch 1484 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6507.624, Rec. Loss: 14037.43652344 | Total Loss: 14037.43652344
10/04/24 13:22:00 (0:01:02.15) | [1/10000] Batch 1485 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6015.276, Rec. Loss: 13330.53710938 | Total Loss: 13330.53710938
10/04/24 13:22:00 (0:01:02.19) | [1/10000] Batch 1486 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5988.489, Rec. Loss: 13053.35546875 | Total Loss: 13053.35546875
10/04/24 13:22:00 (0:01:02.22) | [1/10000] Batch 1487 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6083.713, Rec. Loss: 13217.56054688 | Total Loss: 13217.56054688
10/04/24 13:22:00 (0:01:02.26) | [1/10000] Batch 1488 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6238.382, Rec. Loss: 13534.83789062 | Total Loss: 13534.83789062
10/04/24 13:22:00 (0:01:02.30) | [1/10000] Batch 1489 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5827.894, Rec. Loss: 12691.47558594 | Total Loss: 12691.47558594
10/04/24 13:22:00 (0:01:02.34) | [1/10000] Batch 1490 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5508.346, Rec. Loss: 12032.87597656 | Total Loss: 12032.87597656
10/04/24 13:22:00 (0:01:02.38) | [1/10000] Batch 1491 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 6134.573, Rec. Loss: 13178.53515625 | Total Loss: 13178.53515625
10/04/24 13:22:00 (0:01:02.42) | [1/10000] Batch 1492 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6003.304, Rec. Loss: 13074.78027344 | Total Loss: 13074.78027344
10/04/24 13:22:00 (0:01:02.45) | [1/10000] Batch 1493 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5997.443, Rec. Loss: 12993.14550781 | Total Loss: 12993.14550781
10/04/24 13:22:00 (0:01:02.49) | [1/10000] Batch 1494 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5633.924, Rec. Loss: 11975.58984375 | Total Loss: 11975.58984375
10/04/24 13:22:00 (0:01:02.53) | [1/10000] Batch 1495 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6431.944, Rec. Loss: 13920.31347656 | Total Loss: 13920.31347656
10/04/24 13:22:00 (0:01:02.57) | [1/10000] Batch 1496 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6340.883, Rec. Loss: 13703.08886719 | Total Loss: 13703.08886719
10/04/24 13:22:00 (0:01:02.61) | [1/10000] Batch 1497 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6275.603, Rec. Loss: 13742.33105469 | Total Loss: 13742.33105469
10/04/24 13:22:00 (0:01:02.65) | [1/10000] Batch 1498 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 6094.614, Rec. Loss: 13329.21582031 | Total Loss: 13329.21582031
10/04/24 13:22:00 (0:01:02.69) | [1/10000] Batch 1499 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6128.915, Rec. Loss: 13319.11132812 | Total Loss: 13319.11132812
10/04/24 13:22:00 (0:01:02.72) | [1/10000] Batch 1500 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 6642.343, Rec. Loss: 14301.63574219 | Total Loss: 14301.63574219
10/04/24 13:22:00 (0:01:02.76) | [1/10000] Batch 1501 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6177.383, Rec. Loss: 13415.50683594 | Total Loss: 13415.50683594
10/04/24 13:22:00 (0:01:02.80) | [1/10000] Batch 1502 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6002.250, Rec. Loss: 12973.23632812 | Total Loss: 12973.23632812
10/04/24 13:22:01 (0:01:02.84) | [1/10000] Batch 1503 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5958.919, Rec. Loss: 12946.57031250 | Total Loss: 12946.57031250
10/04/24 13:22:01 (0:01:02.88) | [1/10000] Batch 1504 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6477.277, Rec. Loss: 14237.21972656 | Total Loss: 14237.21972656
10/04/24 13:22:01 (0:01:02.92) | [1/10000] Batch 1505 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5812.293, Rec. Loss: 12549.54296875 | Total Loss: 12549.54296875
10/04/24 13:22:01 (0:01:02.95) | [1/10000] Batch 1506 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5830.310, Rec. Loss: 12731.96289062 | Total Loss: 12731.96289062
10/04/24 13:22:01 (0:01:02.99) | [1/10000] Batch 1507 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5450.067, Rec. Loss: 11871.09667969 | Total Loss: 11871.09667969
10/04/24 13:22:01 (0:01:03.03) | [1/10000] Batch 1508 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 6710.869, Rec. Loss: 14508.20605469 | Total Loss: 14508.20605469
10/04/24 13:22:01 (0:01:03.07) | [1/10000] Batch 1509 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6045.658, Rec. Loss: 12897.79785156 | Total Loss: 12897.79785156
10/04/24 13:22:01 (0:01:03.11) | [1/10000] Batch 1510 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5607.123, Rec. Loss: 12385.42675781 | Total Loss: 12385.42675781
10/04/24 13:22:01 (0:01:03.14) | [1/10000] Batch 1511 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6105.052, Rec. Loss: 13295.19726562 | Total Loss: 13295.19726562
10/04/24 13:22:01 (0:01:03.18) | [1/10000] Batch 1512 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6648.222, Rec. Loss: 14464.66406250 | Total Loss: 14464.66406250
10/04/24 13:22:01 (0:01:03.22) | [1/10000] Batch 1513 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5888.793, Rec. Loss: 12877.14648438 | Total Loss: 12877.14648438
10/04/24 13:22:01 (0:01:03.26) | [1/10000] Batch 1514 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 6514.225, Rec. Loss: 14228.77832031 | Total Loss: 14228.77832031
10/04/24 13:22:01 (0:01:03.30) | [1/10000] Batch 1515 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 6399.771, Rec. Loss: 13859.51953125 | Total Loss: 13859.51953125
10/04/24 13:22:01 (0:01:03.34) | [1/10000] Batch 1516 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 6292.013, Rec. Loss: 13834.50292969 | Total Loss: 13834.50292969
10/04/24 13:22:01 (0:01:03.37) | [1/10000] Batch 1517 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5658.909, Rec. Loss: 12183.58007812 | Total Loss: 12183.58007812
10/04/24 13:22:01 (0:01:03.41) | [1/10000] Batch 1518 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 6525.478, Rec. Loss: 14137.55761719 | Total Loss: 14137.55761719
10/04/24 13:22:01 (0:01:03.45) | [1/10000] Batch 1519 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 6268.331, Rec. Loss: 13715.11523438 | Total Loss: 13715.11523438
10/04/24 13:22:01 (0:01:03.49) | [1/10000] Batch 1520 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 6190.907, Rec. Loss: 13397.54492188 | Total Loss: 13397.54492188
10/04/24 13:22:01 (0:01:03.53) | [1/10000] Batch 1521 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6128.392, Rec. Loss: 13363.91992188 | Total Loss: 13363.91992188
10/04/24 13:22:01 (0:01:03.56) | [1/10000] Batch 1522 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6329.257, Rec. Loss: 13582.82324219 | Total Loss: 13582.82324219
10/04/24 13:22:01 (0:01:03.60) | [1/10000] Batch 1523 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6467.729, Rec. Loss: 14122.13378906 | Total Loss: 14122.13378906
10/04/24 13:22:01 (0:01:03.64) | [1/10000] Batch 1524 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5976.897, Rec. Loss: 12813.01757812 | Total Loss: 12813.01757812
10/04/24 13:22:01 (0:01:03.68) | [1/10000] Batch 1525 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 6433.357, Rec. Loss: 13853.56542969 | Total Loss: 13853.56542969
10/04/24 13:22:01 (0:01:03.72) | [1/10000] Batch 1526 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5864.311, Rec. Loss: 12647.79101562 | Total Loss: 12647.79101562
10/04/24 13:22:01 (0:01:03.76) | [1/10000] Batch 1527 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 6125.915, Rec. Loss: 13033.07421875 | Total Loss: 13033.07421875
10/04/24 13:22:01 (0:01:03.79) | [1/10000] Batch 1528 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6537.828, Rec. Loss: 13899.94726562 | Total Loss: 13899.94726562
10/04/24 13:22:02 (0:01:03.83) | [1/10000] Batch 1529 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6665.348, Rec. Loss: 14451.52832031 | Total Loss: 14451.52832031
10/04/24 13:22:02 (0:01:03.87) | [1/10000] Batch 1530 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6056.283, Rec. Loss: 13048.80371094 | Total Loss: 13048.80371094
10/04/24 13:22:02 (0:01:03.91) | [1/10000] Batch 1531 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6180.691, Rec. Loss: 13459.53417969 | Total Loss: 13459.53417969
10/04/24 13:22:02 (0:01:03.95) | [1/10000] Batch 1532 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 6175.756, Rec. Loss: 13344.82617188 | Total Loss: 13344.82617188
10/04/24 13:22:02 (0:01:03.99) | [1/10000] Batch 1533 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 6486.242, Rec. Loss: 14029.74707031 | Total Loss: 14029.74707031
10/04/24 13:22:02 (0:01:04.02) | [1/10000] Batch 1534 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6360.554, Rec. Loss: 13630.37402344 | Total Loss: 13630.37402344
10/04/24 13:22:02 (0:01:04.06) | [1/10000] Batch 1535 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6153.474, Rec. Loss: 13164.98925781 | Total Loss: 13164.98925781
10/04/24 13:22:02 (0:01:04.10) | [1/10000] Batch 1536 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6591.336, Rec. Loss: 14369.20117188 | Total Loss: 14369.20117188
10/04/24 13:22:02 (0:01:04.14) | [1/10000] Batch 1537 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5817.921, Rec. Loss: 12581.57910156 | Total Loss: 12581.57910156
10/04/24 13:22:02 (0:01:04.18) | [1/10000] Batch 1538 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6140.880, Rec. Loss: 13333.09179688 | Total Loss: 13333.09179688
10/04/24 13:22:02 (0:01:04.22) | [1/10000] Batch 1539 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 6510.611, Rec. Loss: 14079.01074219 | Total Loss: 14079.01074219
10/04/24 13:22:02 (0:01:04.26) | [1/10000] Batch 1540 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 6775.728, Rec. Loss: 14342.22656250 | Total Loss: 14342.22656250
10/04/24 13:22:02 (0:01:04.29) | [1/10000] Batch 1541 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6608.914, Rec. Loss: 14334.47656250 | Total Loss: 14334.47656250
10/04/24 13:22:02 (0:01:04.33) | [1/10000] Batch 1542 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6256.205, Rec. Loss: 13465.18554688 | Total Loss: 13465.18554688
10/04/24 13:22:02 (0:01:04.37) | [1/10000] Batch 1543 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6355.742, Rec. Loss: 13656.52636719 | Total Loss: 13656.52636719
10/04/24 13:22:02 (0:01:04.41) | [1/10000] Batch 1544 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 5416.239, Rec. Loss: 11574.15625000 | Total Loss: 11574.15625000
10/04/24 13:22:02 (0:01:04.45) | [1/10000] Batch 1545 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 6043.942, Rec. Loss: 13055.24218750 | Total Loss: 13055.24218750
10/04/24 13:22:02 (0:01:04.49) | [1/10000] Batch 1546 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5994.120, Rec. Loss: 12989.58398438 | Total Loss: 12989.58398438
10/04/24 13:22:02 (0:01:04.52) | [1/10000] Batch 1547 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6256.215, Rec. Loss: 13497.01269531 | Total Loss: 13497.01269531
10/04/24 13:22:02 (0:01:04.56) | [1/10000] Batch 1548 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 6262.453, Rec. Loss: 13451.12695312 | Total Loss: 13451.12695312
10/04/24 13:22:02 (0:01:04.60) | [1/10000] Batch 1549 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6308.172, Rec. Loss: 13435.78906250 | Total Loss: 13435.78906250
10/04/24 13:22:02 (0:01:04.64) | [1/10000] Batch 1550 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 6812.462, Rec. Loss: 14599.56445312 | Total Loss: 14599.56445312
10/04/24 13:22:02 (0:01:04.68) | [1/10000] Batch 1551 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6092.604, Rec. Loss: 13200.27734375 | Total Loss: 13200.27734375
10/04/24 13:22:02 (0:01:04.72) | [1/10000] Batch 1552 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6502.948, Rec. Loss: 14025.60351562 | Total Loss: 14025.60351562
10/04/24 13:22:02 (0:01:04.75) | [1/10000] Batch 1553 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6539.374, Rec. Loss: 14050.64453125 | Total Loss: 14050.64453125
10/04/24 13:22:02 (0:01:04.79) | [1/10000] Batch 1554 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 6382.951, Rec. Loss: 13756.37207031 | Total Loss: 13756.37207031
10/04/24 13:22:03 (0:01:04.83) | [1/10000] Batch 1555 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 6783.083, Rec. Loss: 14552.56152344 | Total Loss: 14552.56152344
10/04/24 13:22:03 (0:01:04.87) | [1/10000] Batch 1556 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6009.812, Rec. Loss: 12724.81445312 | Total Loss: 12724.81445312
10/04/24 13:22:03 (0:01:04.91) | [1/10000] Batch 1557 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6109.166, Rec. Loss: 13034.36035156 | Total Loss: 13034.36035156
10/04/24 13:22:03 (0:01:04.95) | [1/10000] Batch 1558 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6111.627, Rec. Loss: 13277.91015625 | Total Loss: 13277.91015625
10/04/24 13:22:03 (0:01:04.98) | [1/10000] Batch 1559 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6347.921, Rec. Loss: 13531.96582031 | Total Loss: 13531.96582031
10/04/24 13:22:03 (0:01:05.02) | [1/10000] Batch 1560 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6357.013, Rec. Loss: 13720.41113281 | Total Loss: 13720.41113281
10/04/24 13:22:03 (0:01:05.06) | [1/10000] Batch 1561 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 6210.365, Rec. Loss: 13245.88378906 | Total Loss: 13245.88378906
10/04/24 13:22:03 (0:01:05.10) | [1/10000] Batch 1562 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 6720.491, Rec. Loss: 14486.91308594 | Total Loss: 14486.91308594
10/04/24 13:22:03 (0:01:05.14) | [1/10000] Batch 1563 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6625.723, Rec. Loss: 14047.65917969 | Total Loss: 14047.65917969
10/04/24 13:22:03 (0:01:05.18) | [1/10000] Batch 1564 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6536.675, Rec. Loss: 13813.42187500 | Total Loss: 13813.42187500
10/04/24 13:22:03 (0:01:05.21) | [1/10000] Batch 1565 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 6507.309, Rec. Loss: 13931.68457031 | Total Loss: 13931.68457031
10/04/24 13:22:03 (0:01:05.25) | [1/10000] Batch 1566 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 6528.785, Rec. Loss: 13818.86035156 | Total Loss: 13818.86035156
10/04/24 13:22:03 (0:01:05.29) | [1/10000] Batch 1567 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6093.575, Rec. Loss: 12921.32324219 | Total Loss: 12921.32324219
10/04/24 13:22:03 (0:01:05.33) | [1/10000] Batch 1568 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 6058.125, Rec. Loss: 12882.37402344 | Total Loss: 12882.37402344
10/04/24 13:22:03 (0:01:05.37) | [1/10000] Batch 1569 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6525.793, Rec. Loss: 13986.52050781 | Total Loss: 13986.52050781
10/04/24 13:22:03 (0:01:05.41) | [1/10000] Batch 1570 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 6146.326, Rec. Loss: 13263.14160156 | Total Loss: 13263.14160156
10/04/24 13:22:03 (0:01:05.45) | [1/10000] Batch 1571 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5922.862, Rec. Loss: 12575.41699219 | Total Loss: 12575.41699219
10/04/24 13:22:03 (0:01:05.49) | [1/10000] Batch 1572 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6205.317, Rec. Loss: 13252.33007812 | Total Loss: 13252.33007812
10/04/24 13:22:03 (0:01:05.53) | [1/10000] Batch 1573 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 6106.802, Rec. Loss: 13005.94238281 | Total Loss: 13005.94238281
10/04/24 13:22:03 (0:01:05.56) | [1/10000] Batch 1574 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6981.129, Rec. Loss: 14745.81542969 | Total Loss: 14745.81542969
10/04/24 13:22:03 (0:01:05.60) | [1/10000] Batch 1575 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6317.188, Rec. Loss: 13371.78613281 | Total Loss: 13371.78613281
10/04/24 13:22:03 (0:01:05.64) | [1/10000] Batch 1576 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6074.514, Rec. Loss: 12936.76562500 | Total Loss: 12936.76562500
10/04/24 13:22:03 (0:01:05.68) | [1/10000] Batch 1577 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6690.896, Rec. Loss: 14181.07128906 | Total Loss: 14181.07128906
10/04/24 13:22:03 (0:01:05.72) | [1/10000] Batch 1578 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6087.254, Rec. Loss: 12932.18066406 | Total Loss: 12932.18066406
10/04/24 13:22:03 (0:01:05.75) | [1/10000] Batch 1579 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6174.529, Rec. Loss: 13135.64355469 | Total Loss: 13135.64355469
10/04/24 13:22:03 (0:01:05.79) | [1/10000] Batch 1580 (0.008s) | LR: 1e-08 | KLW: 0, KLD (loss): 6005.194, Rec. Loss: 12822.32226562 | Total Loss: 12822.32226562
10/04/24 13:22:04 (0:01:05.83) | [1/10000] Batch 1581 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6047.980, Rec. Loss: 12916.86425781 | Total Loss: 12916.86425781
10/04/24 13:22:04 (0:01:05.87) | [1/10000] Batch 1582 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6366.998, Rec. Loss: 13582.28613281 | Total Loss: 13582.28613281
10/04/24 13:22:04 (0:01:05.91) | [1/10000] Batch 1583 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 5731.768, Rec. Loss: 12182.00976562 | Total Loss: 12182.00976562
10/04/24 13:22:04 (0:01:05.95) | [1/10000] Batch 1584 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6419.717, Rec. Loss: 13573.24707031 | Total Loss: 13573.24707031
10/04/24 13:22:04 (0:01:05.98) | [1/10000] Batch 1585 (0.007s) | LR: 1e-08 | KLW: 0, KLD (loss): 6430.078, Rec. Loss: 13656.30468750 | Total Loss: 13656.30468750
