09/10/24 10:34:53 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01), ('stochastic', True))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))

09/10/24 10:34:53 Train Loader Image Data Size: (28, 28)
09/10/24 10:34:54 (0m 00s) | [1/10000] Batch 0 (0.682s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0125 | Abs. Loss: 10.01
09/10/24 10:49:38 (0m 20s) | [2/10000] Batch 584 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0115 | Abs. Loss: 14202.20
09/10/24 10:49:38 (0m 21s) | [2/10000] Batch 585 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0453 | Abs. Loss: 14212.25
09/10/24 10:49:38 (0m 21s) | [2/10000] Batch 586 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0327 | Abs. Loss: 14222.28
09/10/24 10:49:38 (0m 21s) | [2/10000] Batch 587 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0419 | Abs. Loss: 14232.32
09/10/24 10:49:38 (0m 21s) | [2/10000] Batch 588 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0033 | Abs. Loss: 14242.33
09/10/24 10:49:38 (0m 21s) | [2/10000] Batch 589 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9855 | Abs. Loss: 14252.31
09/10/24 10:49:38 (0m 21s) | [2/10000] Batch 590 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0140 | Abs. Loss: 14262.33
09/10/24 10:49:38 (0m 21s) | [2/10000] Batch 591 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0026 | Abs. Loss: 14272.33
09/10/24 10:49:38 (0m 21s) | [2/10000] Batch 592 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0285 | Abs. Loss: 14282.36
09/10/24 10:49:38 (0m 21s) | [2/10000] Batch 593 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9995 | Abs. Loss: 14292.36
09/10/24 10:49:38 (0m 21s) | [2/10000] Batch 594 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9829 | Abs. Loss: 14302.34
09/10/24 10:49:38 (0m 21s) | [2/10000] Batch 595 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0234 | Abs. Loss: 14312.36
09/10/24 10:49:38 (0m 21s) | [2/10000] Batch 596 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9917 | Abs. Loss: 14322.35
09/10/24 10:49:38 (0m 21s) | [2/10000] Batch 597 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0023 | Abs. Loss: 14332.36
09/10/24 10:49:38 (0m 21s) | [2/10000] Batch 598 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0041 | Abs. Loss: 14342.36
09/10/24 10:49:38 (0m 21s) | [2/10000] Batch 599 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9873 | Abs. Loss: 14352.35
09/10/24 10:49:38 (0m 21s) | [2/10000] Batch 600 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0346 | Abs. Loss: 14362.38
09/10/24 10:49:38 (0m 21s) | [2/10000] Batch 601 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0030 | Abs. Loss: 14372.39
09/10/24 10:49:38 (0m 21s) | [2/10000] Batch 602 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0275 | Abs. Loss: 14382.41
09/10/24 10:49:38 (0m 21s) | [2/10000] Batch 603 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0264 | Abs. Loss: 14392.44
09/10/24 10:49:38 (0m 21s) | [2/10000] Batch 604 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9822 | Abs. Loss: 14402.42
09/10/24 10:49:38 (0m 21s) | [2/10000] Batch 605 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0333 | Abs. Loss: 14412.46
09/10/24 10:49:38 (0m 21s) | [2/10000] Batch 606 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0083 | Abs. Loss: 14422.46
09/10/24 10:49:39 (0m 21s) | [2/10000] Batch 607 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0336 | Abs. Loss: 14432.50
09/10/24 10:49:39 (0m 21s) | [2/10000] Batch 608 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0085 | Abs. Loss: 14442.51
09/10/24 10:49:39 (0m 21s) | [2/10000] Batch 609 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0122 | Abs. Loss: 14452.52
09/10/24 10:49:39 (0m 21s) | [2/10000] Batch 610 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0002 | Abs. Loss: 14462.52
09/10/24 10:49:39 (0m 21s) | [2/10000] Batch 611 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0248 | Abs. Loss: 14472.54
09/10/24 10:49:39 (0m 21s) | [2/10000] Batch 612 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0356 | Abs. Loss: 14482.58
09/10/24 10:49:39 (0m 21s) | [2/10000] Batch 613 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0356 | Abs. Loss: 14492.61
09/10/24 10:49:39 (0m 21s) | [2/10000] Batch 614 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9854 | Abs. Loss: 14502.60
09/10/24 10:49:39 (0m 22s) | [2/10000] Batch 615 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0265 | Abs. Loss: 14512.63
09/10/24 10:49:39 (0m 22s) | [2/10000] Batch 616 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0270 | Abs. Loss: 14522.65
09/10/24 10:49:39 (0m 22s) | [2/10000] Batch 617 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0230 | Abs. Loss: 14532.68
09/10/24 10:49:39 (0m 22s) | [2/10000] Batch 618 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9993 | Abs. Loss: 14542.68
09/10/24 10:49:39 (0m 22s) | [2/10000] Batch 619 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0073 | Abs. Loss: 14552.68
09/10/24 10:49:39 (0m 22s) | [2/10000] Batch 620 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0068 | Abs. Loss: 14562.69
09/10/24 10:49:39 (0m 22s) | [2/10000] Batch 621 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0206 | Abs. Loss: 14572.71
09/10/24 10:49:39 (0m 22s) | [2/10000] Batch 622 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0318 | Abs. Loss: 14582.74
09/10/24 10:49:39 (0m 22s) | [2/10000] Batch 623 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0174 | Abs. Loss: 14592.76
09/10/24 10:49:39 (0m 22s) | [2/10000] Batch 624 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0032 | Abs. Loss: 14602.76
09/10/24 10:49:39 (0m 22s) | [2/10000] Batch 625 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0348 | Abs. Loss: 14612.80
09/10/24 10:49:39 (0m 22s) | [2/10000] Batch 626 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0037 | Abs. Loss: 14622.80
09/10/24 10:49:39 (0m 22s) | [2/10000] Batch 627 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9930 | Abs. Loss: 14632.79
09/10/24 10:49:39 (0m 22s) | [2/10000] Batch 628 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0090 | Abs. Loss: 14642.80
09/10/24 10:49:39 (0m 22s) | [2/10000] Batch 629 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0033 | Abs. Loss: 14652.81
09/10/24 10:49:39 (0m 22s) | [2/10000] Batch 630 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0003 | Abs. Loss: 14662.81
09/10/24 10:49:39 (0m 22s) | [2/10000] Batch 631 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0227 | Abs. Loss: 14672.83
09/10/24 10:49:39 (0m 22s) | [2/10000] Batch 632 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0134 | Abs. Loss: 14682.84
09/10/24 10:49:39 (0m 22s) | [2/10000] Batch 633 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0033 | Abs. Loss: 14692.85
09/10/24 10:49:39 (0m 22s) | [2/10000] Batch 634 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0056 | Abs. Loss: 14702.85
09/10/24 10:49:39 (0m 22s) | [2/10000] Batch 635 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0121 | Abs. Loss: 14712.86
09/10/24 10:49:39 (0m 22s) | [2/10000] Batch 636 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0201 | Abs. Loss: 14722.88
09/10/24 10:49:40 (0m 22s) | [2/10000] Batch 637 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9874 | Abs. Loss: 14732.87
09/10/24 10:49:40 (0m 22s) | [2/10000] Batch 638 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0140 | Abs. Loss: 14742.89
09/10/24 10:49:40 (0m 22s) | [2/10000] Batch 639 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0289 | Abs. Loss: 14752.91
09/10/24 10:49:40 (0m 22s) | [2/10000] Batch 640 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0249 | Abs. Loss: 14762.94
09/10/24 10:49:40 (0m 22s) | [2/10000] Batch 641 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0110 | Abs. Loss: 14772.95
09/10/24 10:49:40 (0m 22s) | [2/10000] Batch 642 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9894 | Abs. Loss: 14782.94
09/10/24 10:49:40 (0m 22s) | [2/10000] Batch 643 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0054 | Abs. Loss: 14792.95
09/10/24 10:49:40 (0m 22s) | [2/10000] Batch 644 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0281 | Abs. Loss: 14802.97
09/10/24 10:49:40 (0m 23s) | [2/10000] Batch 645 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0456 | Abs. Loss: 14813.02
09/10/24 10:49:40 (0m 23s) | [2/10000] Batch 646 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0334 | Abs. Loss: 14823.05
09/10/24 10:49:40 (0m 23s) | [2/10000] Batch 647 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0132 | Abs. Loss: 14833.07
09/10/24 10:49:40 (0m 23s) | [2/10000] Batch 648 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9740 | Abs. Loss: 14843.04
09/10/24 10:49:40 (0m 23s) | [2/10000] Batch 649 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9924 | Abs. Loss: 14853.03
09/10/24 10:49:40 (0m 23s) | [2/10000] Batch 650 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0170 | Abs. Loss: 14863.05
09/10/24 10:49:40 (0m 23s) | [2/10000] Batch 651 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0124 | Abs. Loss: 14873.06
09/10/24 10:49:40 (0m 23s) | [2/10000] Batch 652 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0081 | Abs. Loss: 14883.07
09/10/24 10:49:40 (0m 23s) | [2/10000] Batch 653 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0091 | Abs. Loss: 14893.08
09/10/24 10:49:40 (0m 23s) | [2/10000] Batch 654 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0034 | Abs. Loss: 14903.08
09/10/24 10:49:40 (0m 23s) | [2/10000] Batch 655 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9947 | Abs. Loss: 14913.08
09/10/24 10:49:40 (0m 23s) | [2/10000] Batch 656 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0074 | Abs. Loss: 14923.08
09/10/24 10:49:40 (0m 23s) | [2/10000] Batch 657 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0282 | Abs. Loss: 14933.11
09/10/24 10:49:40 (0m 23s) | [2/10000] Batch 658 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0053 | Abs. Loss: 14943.12
09/10/24 10:49:40 (0m 23s) | [2/10000] Batch 659 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9853 | Abs. Loss: 14953.10
09/10/24 10:49:40 (0m 23s) | [2/10000] Batch 660 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0158 | Abs. Loss: 14963.12
09/10/24 10:49:40 (0m 23s) | [2/10000] Batch 661 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0122 | Abs. Loss: 14973.13
09/10/24 10:49:40 (0m 23s) | [2/10000] Batch 662 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9963 | Abs. Loss: 14983.13
09/10/24 10:49:40 (0m 23s) | [2/10000] Batch 663 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0006 | Abs. Loss: 14993.13
09/10/24 10:49:40 (0m 23s) | [2/10000] Batch 664 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0296 | Abs. Loss: 15003.16
09/10/24 10:49:40 (0m 23s) | [2/10000] Batch 665 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9806 | Abs. Loss: 15013.14
09/10/24 10:49:40 (0m 23s) | [2/10000] Batch 666 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0200 | Abs. Loss: 15023.16
09/10/24 10:49:41 (0m 23s) | [2/10000] Batch 667 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0177 | Abs. Loss: 15033.18
09/10/24 10:49:41 (0m 23s) | [2/10000] Batch 668 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0041 | Abs. Loss: 15043.18
09/10/24 10:49:41 (0m 23s) | [2/10000] Batch 669 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0141 | Abs. Loss: 15053.19
09/10/24 10:49:41 (0m 23s) | [2/10000] Batch 670 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0013 | Abs. Loss: 15063.20
09/10/24 10:49:41 (0m 23s) | [2/10000] Batch 671 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9953 | Abs. Loss: 15073.19
09/10/24 10:49:41 (0m 23s) | [2/10000] Batch 672 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9925 | Abs. Loss: 15083.18
09/10/24 10:49:41 (0m 23s) | [2/10000] Batch 673 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9883 | Abs. Loss: 15093.17
09/10/24 10:49:41 (0m 23s) | [2/10000] Batch 674 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0016 | Abs. Loss: 15103.17
09/10/24 10:49:41 (0m 24s) | [2/10000] Batch 675 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9826 | Abs. Loss: 15113.16
09/10/24 10:49:41 (0m 24s) | [2/10000] Batch 676 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0194 | Abs. Loss: 15123.17
09/10/24 10:49:41 (0m 24s) | [2/10000] Batch 677 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9904 | Abs. Loss: 15133.17
09/10/24 10:49:41 (0m 24s) | [2/10000] Batch 678 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0044 | Abs. Loss: 15143.17
09/10/24 10:49:41 (0m 24s) | [2/10000] Batch 679 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0260 | Abs. Loss: 15153.20
09/10/24 10:49:41 (0m 24s) | [2/10000] Batch 680 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0180 | Abs. Loss: 15163.21
09/10/24 10:49:41 (0m 24s) | [2/10000] Batch 681 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0296 | Abs. Loss: 15173.24
09/10/24 10:49:41 (0m 24s) | [2/10000] Batch 682 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0025 | Abs. Loss: 15183.25
09/10/24 10:49:41 (0m 24s) | [2/10000] Batch 683 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0334 | Abs. Loss: 15193.28
09/10/24 10:49:41 (0m 24s) | [2/10000] Batch 684 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0089 | Abs. Loss: 15203.29
09/10/24 10:49:41 (0m 24s) | [2/10000] Batch 685 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0120 | Abs. Loss: 15213.30
09/10/24 10:49:41 (0m 24s) | [2/10000] Batch 686 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0059 | Abs. Loss: 15223.31
09/10/24 10:49:41 (0m 24s) | [2/10000] Batch 687 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0190 | Abs. Loss: 15233.32
09/10/24 10:49:41 (0m 24s) | [2/10000] Batch 688 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0062 | Abs. Loss: 15243.33
09/10/24 10:49:41 (0m 24s) | [2/10000] Batch 689 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9865 | Abs. Loss: 15253.32
09/10/24 10:49:41 (0m 24s) | [2/10000] Batch 690 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0348 | Abs. Loss: 15263.35
09/10/24 10:49:41 (0m 24s) | [2/10000] Batch 691 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0151 | Abs. Loss: 15273.37
09/10/24 10:49:41 (0m 24s) | [2/10000] Batch 692 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0002 | Abs. Loss: 15283.37
09/10/24 10:49:41 (0m 24s) | [2/10000] Batch 693 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9999 | Abs. Loss: 15293.37
09/10/24 10:49:41 (0m 24s) | [2/10000] Batch 694 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0125 | Abs. Loss: 15303.38
09/10/24 10:49:41 (0m 24s) | [2/10000] Batch 695 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0176 | Abs. Loss: 15313.40
09/10/24 10:49:41 (0m 24s) | [2/10000] Batch 696 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0115 | Abs. Loss: 15323.41
09/10/24 10:49:42 (0m 24s) | [2/10000] Batch 697 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9934 | Abs. Loss: 15333.40
09/10/24 10:49:42 (0m 24s) | [2/10000] Batch 698 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9919 | Abs. Loss: 15343.39
09/10/24 10:49:42 (0m 24s) | [2/10000] Batch 699 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0100 | Abs. Loss: 15353.40
09/10/24 10:49:42 (0m 24s) | [2/10000] Batch 700 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0253 | Abs. Loss: 15363.43
09/10/24 10:49:42 (0m 24s) | [2/10000] Batch 701 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0012 | Abs. Loss: 15373.43
09/10/24 10:49:42 (0m 24s) | [2/10000] Batch 702 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0085 | Abs. Loss: 15383.44
09/10/24 10:49:42 (0m 24s) | [2/10000] Batch 703 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9962 | Abs. Loss: 15393.44
09/10/24 10:49:42 (0m 24s) | [2/10000] Batch 704 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9973 | Abs. Loss: 15403.43
09/10/24 10:49:42 (0m 25s) | [2/10000] Batch 705 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0122 | Abs. Loss: 15413.45
09/10/24 10:49:42 (0m 25s) | [2/10000] Batch 706 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9941 | Abs. Loss: 15423.44
09/10/24 10:49:42 (0m 25s) | [2/10000] Batch 707 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0219 | Abs. Loss: 15433.46
09/10/24 10:49:42 (0m 25s) | [2/10000] Batch 708 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0132 | Abs. Loss: 15443.47
09/10/24 10:49:42 (0m 25s) | [2/10000] Batch 709 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0067 | Abs. Loss: 15453.48
09/10/24 10:49:42 (0m 25s) | [2/10000] Batch 710 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0308 | Abs. Loss: 15463.51
09/10/24 10:49:42 (0m 25s) | [2/10000] Batch 711 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0109 | Abs. Loss: 15473.52
09/10/24 10:49:42 (0m 25s) | [2/10000] Batch 712 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0020 | Abs. Loss: 15483.53
09/10/24 10:49:42 (0m 25s) | [2/10000] Batch 713 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.967 | Loss: 9.9868 | Abs. Loss: 15493.51
09/10/24 10:49:42 (0m 25s) | [2/10000] Batch 714 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9997 | Abs. Loss: 15503.51
09/10/24 10:49:42 (0m 25s) | [2/10000] Batch 715 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9841 | Abs. Loss: 15513.50
09/10/24 10:49:42 (0m 25s) | [2/10000] Batch 716 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0066 | Abs. Loss: 15523.50
09/10/24 10:49:42 (0m 25s) | [2/10000] Batch 717 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0216 | Abs. Loss: 15533.52
09/10/24 10:49:42 (0m 25s) | [2/10000] Batch 718 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0077 | Abs. Loss: 15543.53
09/10/24 10:49:42 (0m 25s) | [2/10000] Batch 719 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0050 | Abs. Loss: 15553.54
09/10/24 10:49:42 (0m 25s) | [2/10000] Batch 720 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9955 | Abs. Loss: 15563.53
09/10/24 10:49:42 (0m 25s) | [2/10000] Batch 721 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0013 | Abs. Loss: 15573.53
09/10/24 10:49:42 (0m 25s) | [2/10000] Batch 722 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0164 | Abs. Loss: 15583.55
09/10/24 10:49:42 (0m 25s) | [2/10000] Batch 723 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0097 | Abs. Loss: 15593.56
09/10/24 10:49:42 (0m 25s) | [2/10000] Batch 724 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9940 | Abs. Loss: 15603.55
09/10/24 10:49:42 (0m 25s) | [2/10000] Batch 725 (0.004s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 10.0226 | Abs. Loss: 15613.58
09/10/24 10:49:42 (0m 25s) | [2/10000] Batch 726 (0.005s) | LR: 1e-10 | KLW: 1, Rec. Loss: 0.968 | Loss: 9.9922 | Abs. Loss: 15623.57
