09/11/24 22:42:40 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 8), ('leak', 0.99), ('drop', 0.5), ('stochastic', True))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 8), ('leak', 0.99), ('drop', 0.5))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('stride', 2), ('padding', 12), ('latent_dim', 8), ('leak', 0.99), ('drop', 0.5))

09/11/24 22:42:40 Train Loader Image Data Size: (28, 28)
09/11/24 22:42:41 (0m 00s) | [1/10000] Batch 0 (0.699s) | LR: 1e-06 | KLW: 0.01, Rec. Loss: 0.973 | Loss: 1.011313 | Abs. Loss: 1.01
09/11/24 22:49:40 (7m 00s) | [6/10000] Batch 1260 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974664 | Abs. Loss: 9073.23
09/11/24 22:49:40 (7m 00s) | [6/10000] Batch 1261 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974667 | Abs. Loss: 9074.21
09/11/24 22:49:40 (7m 00s) | [6/10000] Batch 1262 (0.006s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974681 | Abs. Loss: 9075.18
09/11/24 22:49:40 (7m 00s) | [6/10000] Batch 1263 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974485 | Abs. Loss: 9076.16
09/11/24 22:49:40 (7m 00s) | [6/10000] Batch 1264 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974512 | Abs. Loss: 9077.13
09/11/24 22:49:40 (7m 00s) | [6/10000] Batch 1265 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974720 | Abs. Loss: 9078.11
09/11/24 22:49:40 (7m 00s) | [6/10000] Batch 1266 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974723 | Abs. Loss: 9079.08
09/11/24 22:49:40 (7m 00s) | [6/10000] Batch 1267 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974701 | Abs. Loss: 9080.06
09/11/24 22:49:40 (7m 00s) | [6/10000] Batch 1268 (0.007s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974738 | Abs. Loss: 9081.03
09/11/24 22:49:40 (7m 00s) | [6/10000] Batch 1269 (0.006s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974850 | Abs. Loss: 9082.00
09/11/24 22:49:41 (7m 00s) | [6/10000] Batch 1270 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974421 | Abs. Loss: 9082.98
09/11/24 22:49:41 (7m 00s) | [6/10000] Batch 1271 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974730 | Abs. Loss: 9083.95
09/11/24 22:49:41 (7m 00s) | [6/10000] Batch 1272 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974691 | Abs. Loss: 9084.93
09/11/24 22:49:41 (7m 00s) | [6/10000] Batch 1273 (0.006s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974521 | Abs. Loss: 9085.90
09/11/24 22:49:41 (7m 00s) | [6/10000] Batch 1274 (0.006s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974550 | Abs. Loss: 9086.88
09/11/24 22:49:41 (7m 00s) | [6/10000] Batch 1275 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974512 | Abs. Loss: 9087.85
09/11/24 22:49:41 (7m 00s) | [6/10000] Batch 1276 (0.006s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974731 | Abs. Loss: 9088.83
09/11/24 22:49:41 (7m 00s) | [6/10000] Batch 1277 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974550 | Abs. Loss: 9089.80
09/11/24 22:49:41 (7m 00s) | [6/10000] Batch 1278 (0.006s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974664 | Abs. Loss: 9090.78
09/11/24 22:49:41 (7m 00s) | [6/10000] Batch 1279 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974532 | Abs. Loss: 9091.75
09/11/24 22:49:41 (7m 00s) | [6/10000] Batch 1280 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974709 | Abs. Loss: 9092.73
09/11/24 22:49:41 (7m 00s) | [6/10000] Batch 1281 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974928 | Abs. Loss: 9093.70
09/11/24 22:49:41 (7m 00s) | [6/10000] Batch 1282 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974719 | Abs. Loss: 9094.68
09/11/24 22:49:41 (7m 00s) | [6/10000] Batch 1283 (0.006s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974778 | Abs. Loss: 9095.65
09/11/24 22:49:41 (7m 00s) | [6/10000] Batch 1284 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974678 | Abs. Loss: 9096.62
09/11/24 22:49:41 (7m 00s) | [6/10000] Batch 1285 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974738 | Abs. Loss: 9097.60
09/11/24 22:49:41 (7m 00s) | [6/10000] Batch 1286 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974662 | Abs. Loss: 9098.57
09/11/24 22:49:41 (7m 01s) | [6/10000] Batch 1287 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974575 | Abs. Loss: 9099.55
09/11/24 22:49:41 (7m 01s) | [6/10000] Batch 1288 (0.006s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974666 | Abs. Loss: 9100.52
09/11/24 22:49:41 (7m 01s) | [6/10000] Batch 1289 (0.006s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974865 | Abs. Loss: 9101.50
09/11/24 22:49:41 (7m 01s) | [6/10000] Batch 1290 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974745 | Abs. Loss: 9102.47
09/11/24 22:49:41 (7m 01s) | [6/10000] Batch 1291 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974688 | Abs. Loss: 9103.45
09/11/24 22:49:41 (7m 01s) | [6/10000] Batch 1292 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974650 | Abs. Loss: 9104.42
09/11/24 22:49:41 (7m 01s) | [6/10000] Batch 1293 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974696 | Abs. Loss: 9105.40
09/11/24 22:49:41 (7m 01s) | [6/10000] Batch 1294 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974684 | Abs. Loss: 9106.37
09/11/24 22:49:41 (7m 01s) | [6/10000] Batch 1295 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974687 | Abs. Loss: 9107.35
09/11/24 22:49:41 (7m 01s) | [6/10000] Batch 1296 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974647 | Abs. Loss: 9108.32
09/11/24 22:49:42 (7m 01s) | [6/10000] Batch 1297 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974721 | Abs. Loss: 9109.30
09/11/24 22:49:42 (7m 01s) | [6/10000] Batch 1298 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974573 | Abs. Loss: 9110.27
09/11/24 22:49:42 (7m 01s) | [6/10000] Batch 1299 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974692 | Abs. Loss: 9111.24
09/11/24 22:49:42 (7m 01s) | [6/10000] Batch 1300 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974727 | Abs. Loss: 9112.22
09/11/24 22:49:42 (7m 01s) | [6/10000] Batch 1301 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974619 | Abs. Loss: 9113.19
09/11/24 22:49:42 (7m 01s) | [6/10000] Batch 1302 (0.007s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974658 | Abs. Loss: 9114.17
09/11/24 22:49:42 (7m 01s) | [6/10000] Batch 1303 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974739 | Abs. Loss: 9115.14
09/11/24 22:49:42 (7m 01s) | [6/10000] Batch 1304 (0.006s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974764 | Abs. Loss: 9116.12
09/11/24 22:49:42 (7m 01s) | [6/10000] Batch 1305 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974616 | Abs. Loss: 9117.09
09/11/24 22:49:42 (7m 01s) | [6/10000] Batch 1306 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974504 | Abs. Loss: 9118.07
09/11/24 22:49:42 (7m 01s) | [6/10000] Batch 1307 (0.006s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974578 | Abs. Loss: 9119.04
09/11/24 22:49:42 (7m 01s) | [6/10000] Batch 1308 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974800 | Abs. Loss: 9120.02
09/11/24 22:49:42 (7m 01s) | [6/10000] Batch 1309 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974697 | Abs. Loss: 9120.99
09/11/24 22:49:42 (7m 01s) | [6/10000] Batch 1310 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974600 | Abs. Loss: 9121.97
09/11/24 22:49:42 (7m 01s) | [6/10000] Batch 1311 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974587 | Abs. Loss: 9122.94
09/11/24 22:49:42 (7m 01s) | [6/10000] Batch 1312 (0.006s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974750 | Abs. Loss: 9123.92
09/11/24 22:49:42 (7m 01s) | [6/10000] Batch 1313 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974635 | Abs. Loss: 9124.89
09/11/24 22:49:42 (7m 01s) | [6/10000] Batch 1314 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974672 | Abs. Loss: 9125.86
09/11/24 22:49:42 (7m 02s) | [6/10000] Batch 1315 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974473 | Abs. Loss: 9126.84
09/11/24 22:49:42 (7m 02s) | [6/10000] Batch 1316 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974644 | Abs. Loss: 9127.81
09/11/24 22:49:42 (7m 02s) | [6/10000] Batch 1317 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974734 | Abs. Loss: 9128.79
09/11/24 22:49:42 (7m 02s) | [6/10000] Batch 1318 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974665 | Abs. Loss: 9129.76
09/11/24 22:49:42 (7m 02s) | [6/10000] Batch 1319 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974773 | Abs. Loss: 9130.74
09/11/24 22:49:42 (7m 02s) | [6/10000] Batch 1320 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974633 | Abs. Loss: 9131.71
09/11/24 22:49:42 (7m 02s) | [6/10000] Batch 1321 (0.007s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974574 | Abs. Loss: 9132.69
09/11/24 22:49:42 (7m 02s) | [6/10000] Batch 1322 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974574 | Abs. Loss: 9133.66
09/11/24 22:49:42 (7m 02s) | [6/10000] Batch 1323 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974601 | Abs. Loss: 9134.64
09/11/24 22:49:43 (7m 02s) | [6/10000] Batch 1324 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974717 | Abs. Loss: 9135.61
09/11/24 22:49:43 (7m 02s) | [6/10000] Batch 1325 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974619 | Abs. Loss: 9136.59
09/11/24 22:49:43 (7m 02s) | [6/10000] Batch 1326 (0.006s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974570 | Abs. Loss: 9137.56
09/11/24 22:49:43 (7m 02s) | [6/10000] Batch 1327 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974535 | Abs. Loss: 9138.54
09/11/24 22:49:43 (7m 02s) | [6/10000] Batch 1328 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974518 | Abs. Loss: 9139.51
09/11/24 22:49:43 (7m 02s) | [6/10000] Batch 1329 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974648 | Abs. Loss: 9140.48
09/11/24 22:49:43 (7m 02s) | [6/10000] Batch 1330 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974350 | Abs. Loss: 9141.46
09/11/24 22:49:43 (7m 02s) | [6/10000] Batch 1331 (0.006s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974521 | Abs. Loss: 9142.43
09/11/24 22:49:43 (7m 02s) | [6/10000] Batch 1332 (0.006s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974759 | Abs. Loss: 9143.41
09/11/24 22:49:43 (7m 02s) | [6/10000] Batch 1333 (0.006s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974649 | Abs. Loss: 9144.38
09/11/24 22:49:43 (7m 02s) | [6/10000] Batch 1334 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974552 | Abs. Loss: 9145.36
09/11/24 22:49:43 (7m 02s) | [6/10000] Batch 1335 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974533 | Abs. Loss: 9146.33
09/11/24 22:49:43 (7m 02s) | [6/10000] Batch 1336 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974734 | Abs. Loss: 9147.31
09/11/24 22:49:43 (7m 02s) | [6/10000] Batch 1337 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974717 | Abs. Loss: 9148.28
09/11/24 22:49:43 (7m 02s) | [6/10000] Batch 1338 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974699 | Abs. Loss: 9149.26
09/11/24 22:49:43 (7m 02s) | [6/10000] Batch 1339 (0.006s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974737 | Abs. Loss: 9150.23
09/11/24 22:49:43 (7m 02s) | [6/10000] Batch 1340 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974632 | Abs. Loss: 9151.21
09/11/24 22:49:43 (7m 02s) | [6/10000] Batch 1341 (0.006s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974551 | Abs. Loss: 9152.18
09/11/24 22:49:43 (7m 03s) | [6/10000] Batch 1342 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974619 | Abs. Loss: 9153.15
09/11/24 22:49:43 (7m 03s) | [6/10000] Batch 1343 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974569 | Abs. Loss: 9154.13
09/11/24 22:49:43 (7m 03s) | [6/10000] Batch 1344 (0.006s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974715 | Abs. Loss: 9155.10
09/11/24 22:49:43 (7m 03s) | [6/10000] Batch 1345 (0.006s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974689 | Abs. Loss: 9156.08
09/11/24 22:49:43 (7m 03s) | [6/10000] Batch 1346 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974739 | Abs. Loss: 9157.05
09/11/24 22:49:43 (7m 03s) | [6/10000] Batch 1347 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974588 | Abs. Loss: 9158.03
09/11/24 22:49:43 (7m 03s) | [6/10000] Batch 1348 (0.006s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974650 | Abs. Loss: 9159.00
09/11/24 22:49:43 (7m 03s) | [6/10000] Batch 1349 (0.006s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974737 | Abs. Loss: 9159.98
09/11/24 22:49:43 (7m 03s) | [6/10000] Batch 1350 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974671 | Abs. Loss: 9160.95
09/11/24 22:49:43 (7m 03s) | [6/10000] Batch 1351 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974524 | Abs. Loss: 9161.93
09/11/24 22:49:44 (7m 03s) | [6/10000] Batch 1352 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974631 | Abs. Loss: 9162.90
09/11/24 22:49:44 (7m 03s) | [6/10000] Batch 1353 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974607 | Abs. Loss: 9163.88
09/11/24 22:49:44 (7m 03s) | [6/10000] Batch 1354 (0.006s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974596 | Abs. Loss: 9164.85
09/11/24 22:49:44 (7m 03s) | [6/10000] Batch 1355 (0.006s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974619 | Abs. Loss: 9165.82
09/11/24 22:49:44 (7m 03s) | [6/10000] Batch 1356 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974650 | Abs. Loss: 9166.80
09/11/24 22:49:44 (7m 03s) | [6/10000] Batch 1357 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974524 | Abs. Loss: 9167.77
09/11/24 22:49:44 (7m 03s) | [6/10000] Batch 1358 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974528 | Abs. Loss: 9168.75
09/11/24 22:49:44 (7m 03s) | [6/10000] Batch 1359 (0.006s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974588 | Abs. Loss: 9169.72
09/11/24 22:49:44 (7m 03s) | [6/10000] Batch 1360 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974695 | Abs. Loss: 9170.70
09/11/24 22:49:44 (7m 03s) | [6/10000] Batch 1361 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974532 | Abs. Loss: 9171.67
09/11/24 22:49:44 (7m 03s) | [6/10000] Batch 1362 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974660 | Abs. Loss: 9172.65
09/11/24 22:49:44 (7m 03s) | [6/10000] Batch 1363 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974572 | Abs. Loss: 9173.62
09/11/24 22:49:44 (7m 03s) | [6/10000] Batch 1364 (0.007s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974592 | Abs. Loss: 9174.60
09/11/24 22:49:44 (7m 03s) | [6/10000] Batch 1365 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974549 | Abs. Loss: 9175.57
09/11/24 22:49:44 (7m 03s) | [6/10000] Batch 1366 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974657 | Abs. Loss: 9176.55
09/11/24 22:49:44 (7m 03s) | [6/10000] Batch 1367 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974574 | Abs. Loss: 9177.52
09/11/24 22:49:44 (7m 03s) | [6/10000] Batch 1368 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974668 | Abs. Loss: 9178.49
09/11/24 22:49:44 (7m 04s) | [6/10000] Batch 1369 (0.007s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974618 | Abs. Loss: 9179.47
09/11/24 22:49:44 (7m 04s) | [6/10000] Batch 1370 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974514 | Abs. Loss: 9180.44
09/11/24 22:49:44 (7m 04s) | [6/10000] Batch 1371 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974754 | Abs. Loss: 9181.42
09/11/24 22:49:44 (7m 04s) | [6/10000] Batch 1372 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974559 | Abs. Loss: 9182.39
09/11/24 22:49:44 (7m 04s) | [6/10000] Batch 1373 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974540 | Abs. Loss: 9183.37
09/11/24 22:49:44 (7m 04s) | [6/10000] Batch 1374 (0.007s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974594 | Abs. Loss: 9184.34
09/11/24 22:49:44 (7m 04s) | [6/10000] Batch 1375 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974759 | Abs. Loss: 9185.32
09/11/24 22:49:44 (7m 04s) | [6/10000] Batch 1376 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974555 | Abs. Loss: 9186.29
09/11/24 22:49:44 (7m 04s) | [6/10000] Batch 1377 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974557 | Abs. Loss: 9187.27
09/11/24 22:49:44 (7m 04s) | [6/10000] Batch 1378 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974525 | Abs. Loss: 9188.24
09/11/24 22:49:45 (7m 04s) | [6/10000] Batch 1379 (0.006s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974621 | Abs. Loss: 9189.21
09/11/24 22:49:45 (7m 04s) | [6/10000] Batch 1380 (0.006s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974541 | Abs. Loss: 9190.19
09/11/24 22:49:45 (7m 04s) | [6/10000] Batch 1381 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974541 | Abs. Loss: 9191.16
09/11/24 22:49:45 (7m 04s) | [6/10000] Batch 1382 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974623 | Abs. Loss: 9192.14
09/11/24 22:49:45 (7m 04s) | [6/10000] Batch 1383 (0.006s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974496 | Abs. Loss: 9193.11
09/11/24 22:49:45 (7m 04s) | [6/10000] Batch 1384 (0.006s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974520 | Abs. Loss: 9194.09
09/11/24 22:49:45 (7m 04s) | [6/10000] Batch 1385 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974612 | Abs. Loss: 9195.06
09/11/24 22:49:45 (7m 04s) | [6/10000] Batch 1386 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974656 | Abs. Loss: 9196.04
09/11/24 22:49:45 (7m 04s) | [6/10000] Batch 1387 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974528 | Abs. Loss: 9197.01
09/11/24 22:49:45 (7m 04s) | [6/10000] Batch 1388 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974830 | Abs. Loss: 9197.99
09/11/24 22:49:45 (7m 04s) | [6/10000] Batch 1389 (0.006s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974656 | Abs. Loss: 9198.96
09/11/24 22:49:45 (7m 04s) | [6/10000] Batch 1390 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974589 | Abs. Loss: 9199.94
09/11/24 22:49:45 (7m 04s) | [6/10000] Batch 1391 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974514 | Abs. Loss: 9200.91
09/11/24 22:49:45 (7m 04s) | [6/10000] Batch 1392 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974593 | Abs. Loss: 9201.88
09/11/24 22:49:45 (7m 04s) | [6/10000] Batch 1393 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974712 | Abs. Loss: 9202.86
09/11/24 22:49:45 (7m 04s) | [6/10000] Batch 1394 (0.006s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974573 | Abs. Loss: 9203.83
09/11/24 22:49:45 (7m 04s) | [6/10000] Batch 1395 (0.006s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974533 | Abs. Loss: 9204.81
09/11/24 22:49:45 (7m 05s) | [6/10000] Batch 1396 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974627 | Abs. Loss: 9205.78
09/11/24 22:49:45 (7m 05s) | [6/10000] Batch 1397 (0.005s) | LR: 1e-06 | KLW: 0.06, Rec. Loss: 0.973 | Loss: 0.974652 | Abs. Loss: 9206.76
