07/24/24 09:48:18 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01), ('stochastic', True))
Encoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))
Decoder Parameters: (('image_channels', 1), ('init_channels', 8), ('kernel_size', 14), ('padding', 12), ('latent_dim', 32), ('leak', 0.99), ('drop', 0.01))

07/24/24 09:48:18 (0m 00s) | [1/15] Batch 0 (0.672s) | LR: 0.001 | KLD: 10.097, KLW: 1, Rec. Loss: 0.674 | Loss: 10.77 | Abs. Loss: 10.77
07/24/24 09:49:37 (1m 19s) | [9/15] Batch 207 (0.004s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.126 | Loss: 0.13 | Abs. Loss: 803.82
07/24/24 09:49:37 (1m 19s) | [9/15] Batch 208 (0.004s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.129 | Loss: 0.14 | Abs. Loss: 803.95
07/24/24 09:49:37 (1m 19s) | [9/15] Batch 209 (0.004s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.129 | Loss: 0.14 | Abs. Loss: 804.09
07/24/24 09:49:37 (1m 19s) | [9/15] Batch 210 (0.004s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.133 | Loss: 0.14 | Abs. Loss: 804.23
07/24/24 09:49:37 (1m 19s) | [9/15] Batch 211 (0.005s) | LR: 0.001 | KLD: 0.010, KLW: 1, Rec. Loss: 0.135 | Loss: 0.14 | Abs. Loss: 804.38
07/24/24 09:49:37 (1m 19s) | [9/15] Batch 212 (0.004s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.128 | Loss: 0.14 | Abs. Loss: 804.51
07/24/24 09:49:37 (1m 19s) | [9/15] Batch 213 (0.004s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.132 | Loss: 0.14 | Abs. Loss: 804.65
07/24/24 09:49:37 (1m 19s) | [9/15] Batch 214 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.129 | Loss: 0.14 | Abs. Loss: 804.79
07/24/24 09:49:37 (1m 19s) | [9/15] Batch 215 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.125 | Loss: 0.13 | Abs. Loss: 804.92
07/24/24 09:49:37 (1m 19s) | [9/15] Batch 216 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.125 | Loss: 0.13 | Abs. Loss: 805.05
07/24/24 09:49:37 (1m 19s) | [9/15] Batch 217 (0.004s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.131 | Loss: 0.14 | Abs. Loss: 805.19
07/24/24 09:49:37 (1m 19s) | [9/15] Batch 218 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.119 | Loss: 0.13 | Abs. Loss: 805.32
07/24/24 09:49:37 (1m 19s) | [9/15] Batch 219 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.125 | Loss: 0.13 | Abs. Loss: 805.46
07/24/24 09:49:37 (1m 19s) | [9/15] Batch 220 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.120 | Loss: 0.13 | Abs. Loss: 805.58
07/24/24 09:49:37 (1m 19s) | [9/15] Batch 221 (0.004s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.131 | Loss: 0.14 | Abs. Loss: 805.72
07/24/24 09:49:37 (1m 19s) | [9/15] Batch 222 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.129 | Loss: 0.14 | Abs. Loss: 805.86
07/24/24 09:49:37 (1m 19s) | [9/15] Batch 223 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.123 | Loss: 0.13 | Abs. Loss: 805.99
07/24/24 09:49:37 (1m 19s) | [9/15] Batch 224 (0.004s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.132 | Loss: 0.14 | Abs. Loss: 806.13
07/24/24 09:49:37 (1m 19s) | [9/15] Batch 225 (0.004s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.130 | Loss: 0.14 | Abs. Loss: 806.27
07/24/24 09:49:37 (1m 19s) | [9/15] Batch 226 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.125 | Loss: 0.13 | Abs. Loss: 806.40
07/24/24 09:49:37 (1m 19s) | [9/15] Batch 227 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.129 | Loss: 0.14 | Abs. Loss: 806.54
07/24/24 09:49:37 (1m 19s) | [9/15] Batch 228 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.130 | Loss: 0.14 | Abs. Loss: 806.68
07/24/24 09:49:37 (1m 19s) | [9/15] Batch 229 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.124 | Loss: 0.13 | Abs. Loss: 806.81
07/24/24 09:49:37 (1m 19s) | [9/15] Batch 230 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.128 | Loss: 0.14 | Abs. Loss: 806.94
07/24/24 09:49:37 (1m 19s) | [9/15] Batch 231 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.128 | Loss: 0.14 | Abs. Loss: 807.08
07/24/24 09:49:37 (1m 19s) | [9/15] Batch 232 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.133 | Loss: 0.14 | Abs. Loss: 807.22
07/24/24 09:49:38 (1m 19s) | [9/15] Batch 233 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.126 | Loss: 0.13 | Abs. Loss: 807.35
07/24/24 09:49:38 (1m 19s) | [9/15] Batch 234 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.124 | Loss: 0.13 | Abs. Loss: 807.49
07/24/24 09:49:38 (1m 19s) | [9/15] Batch 235 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.122 | Loss: 0.13 | Abs. Loss: 807.62
07/24/24 09:49:38 (1m 19s) | [9/15] Batch 236 (0.004s) | LR: 0.001 | KLD: 0.007, KLW: 1, Rec. Loss: 0.130 | Loss: 0.14 | Abs. Loss: 807.75
07/24/24 09:49:38 (1m 19s) | [9/15] Batch 237 (0.004s) | LR: 0.001 | KLD: 0.007, KLW: 1, Rec. Loss: 0.123 | Loss: 0.13 | Abs. Loss: 807.88
07/24/24 09:49:38 (1m 19s) | [9/15] Batch 238 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.124 | Loss: 0.13 | Abs. Loss: 808.02
07/24/24 09:49:38 (1m 19s) | [9/15] Batch 239 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.129 | Loss: 0.14 | Abs. Loss: 808.15
07/24/24 09:49:38 (1m 19s) | [9/15] Batch 240 (0.006s) | LR: 0.001 | KLD: 0.007, KLW: 1, Rec. Loss: 0.131 | Loss: 0.14 | Abs. Loss: 808.29
07/24/24 09:49:38 (1m 19s) | [9/15] Batch 241 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.122 | Loss: 0.13 | Abs. Loss: 808.42
07/24/24 09:49:38 (1m 19s) | [9/15] Batch 242 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.127 | Loss: 0.14 | Abs. Loss: 808.56
07/24/24 09:49:38 (1m 19s) | [9/15] Batch 243 (0.006s) | LR: 0.001 | KLD: 0.007, KLW: 1, Rec. Loss: 0.130 | Loss: 0.14 | Abs. Loss: 808.69
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 244 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.136 | Loss: 0.14 | Abs. Loss: 808.84
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 245 (0.004s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.138 | Loss: 0.15 | Abs. Loss: 808.98
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 246 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.122 | Loss: 0.13 | Abs. Loss: 809.11
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 247 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.125 | Loss: 0.13 | Abs. Loss: 809.25
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 248 (0.005s) | LR: 0.001 | KLD: 0.007, KLW: 1, Rec. Loss: 0.128 | Loss: 0.14 | Abs. Loss: 809.38
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 249 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.136 | Loss: 0.14 | Abs. Loss: 809.53
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 250 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.129 | Loss: 0.14 | Abs. Loss: 809.66
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 251 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.130 | Loss: 0.14 | Abs. Loss: 809.80
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 252 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.129 | Loss: 0.14 | Abs. Loss: 809.94
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 253 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.132 | Loss: 0.14 | Abs. Loss: 810.08
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 254 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.127 | Loss: 0.14 | Abs. Loss: 810.22
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 255 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.125 | Loss: 0.13 | Abs. Loss: 810.35
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 256 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.132 | Loss: 0.14 | Abs. Loss: 810.49
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 257 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.130 | Loss: 0.14 | Abs. Loss: 810.63
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 258 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.125 | Loss: 0.13 | Abs. Loss: 810.76
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 259 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.134 | Loss: 0.14 | Abs. Loss: 810.90
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 260 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.134 | Loss: 0.14 | Abs. Loss: 811.05
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 261 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.128 | Loss: 0.14 | Abs. Loss: 811.18
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 262 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.126 | Loss: 0.13 | Abs. Loss: 811.32
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 263 (0.005s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.126 | Loss: 0.13 | Abs. Loss: 811.45
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 264 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.126 | Loss: 0.13 | Abs. Loss: 811.59
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 265 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.130 | Loss: 0.14 | Abs. Loss: 811.72
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 266 (0.005s) | LR: 0.001 | KLD: 0.007, KLW: 1, Rec. Loss: 0.127 | Loss: 0.13 | Abs. Loss: 811.86
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 267 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.125 | Loss: 0.13 | Abs. Loss: 811.99
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 268 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.129 | Loss: 0.14 | Abs. Loss: 812.13
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 269 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.124 | Loss: 0.13 | Abs. Loss: 812.26
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 270 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.122 | Loss: 0.13 | Abs. Loss: 812.39
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 271 (0.004s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.127 | Loss: 0.14 | Abs. Loss: 812.53
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 272 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.128 | Loss: 0.14 | Abs. Loss: 812.67
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 273 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.123 | Loss: 0.13 | Abs. Loss: 812.80
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 274 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.130 | Loss: 0.14 | Abs. Loss: 812.93
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 275 (0.004s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.122 | Loss: 0.13 | Abs. Loss: 813.06
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 276 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.129 | Loss: 0.14 | Abs. Loss: 813.20
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 277 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.129 | Loss: 0.14 | Abs. Loss: 813.34
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 278 (0.004s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.132 | Loss: 0.14 | Abs. Loss: 813.48
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 279 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.126 | Loss: 0.13 | Abs. Loss: 813.61
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 280 (0.006s) | LR: 0.001 | KLD: 0.007, KLW: 1, Rec. Loss: 0.126 | Loss: 0.13 | Abs. Loss: 813.75
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 281 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.132 | Loss: 0.14 | Abs. Loss: 813.89
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 282 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.125 | Loss: 0.13 | Abs. Loss: 814.02
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 283 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.128 | Loss: 0.14 | Abs. Loss: 814.16
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 284 (0.005s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.131 | Loss: 0.14 | Abs. Loss: 814.30
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 285 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.127 | Loss: 0.14 | Abs. Loss: 814.43
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 286 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.130 | Loss: 0.14 | Abs. Loss: 814.57
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 287 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.127 | Loss: 0.14 | Abs. Loss: 814.71
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 288 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.124 | Loss: 0.13 | Abs. Loss: 814.84
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 289 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.130 | Loss: 0.14 | Abs. Loss: 814.97
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 290 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.120 | Loss: 0.13 | Abs. Loss: 815.10
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 291 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.132 | Loss: 0.14 | Abs. Loss: 815.24
07/24/24 09:49:38 (1m 20s) | [9/15] Batch 292 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.132 | Loss: 0.14 | Abs. Loss: 815.38
07/24/24 09:49:39 (1m 20s) | [9/15] Batch 293 (0.005s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.129 | Loss: 0.14 | Abs. Loss: 815.52
07/24/24 09:49:39 (1m 20s) | [9/15] Batch 294 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.129 | Loss: 0.14 | Abs. Loss: 815.66
07/24/24 09:49:39 (1m 20s) | [9/15] Batch 295 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.126 | Loss: 0.13 | Abs. Loss: 815.79
07/24/24 09:49:39 (1m 20s) | [9/15] Batch 296 (0.005s) | LR: 0.001 | KLD: 0.007, KLW: 1, Rec. Loss: 0.120 | Loss: 0.13 | Abs. Loss: 815.92
07/24/24 09:49:39 (1m 20s) | [9/15] Batch 297 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.120 | Loss: 0.13 | Abs. Loss: 816.05
07/24/24 09:49:39 (1m 20s) | [9/15] Batch 298 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.131 | Loss: 0.14 | Abs. Loss: 816.19
07/24/24 09:49:39 (1m 20s) | [9/15] Batch 299 (0.005s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.122 | Loss: 0.13 | Abs. Loss: 816.32
07/24/24 09:49:39 (1m 20s) | [9/15] Batch 300 (0.004s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.125 | Loss: 0.13 | Abs. Loss: 816.45
07/24/24 09:49:39 (1m 20s) | [9/15] Batch 301 (0.004s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.127 | Loss: 0.14 | Abs. Loss: 816.59
07/24/24 09:49:39 (1m 20s) | [9/15] Batch 302 (0.004s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.123 | Loss: 0.13 | Abs. Loss: 816.72
07/24/24 09:49:39 (1m 20s) | [9/15] Batch 303 (0.004s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.138 | Loss: 0.15 | Abs. Loss: 816.87
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 304 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.136 | Loss: 0.14 | Abs. Loss: 817.01
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 305 (0.005s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.128 | Loss: 0.14 | Abs. Loss: 817.15
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 306 (0.004s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.126 | Loss: 0.13 | Abs. Loss: 817.28
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 307 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.132 | Loss: 0.14 | Abs. Loss: 817.42
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 308 (0.004s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.133 | Loss: 0.14 | Abs. Loss: 817.56
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 309 (0.004s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.129 | Loss: 0.14 | Abs. Loss: 817.70
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 310 (0.004s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.128 | Loss: 0.14 | Abs. Loss: 817.84
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 311 (0.004s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.127 | Loss: 0.14 | Abs. Loss: 817.97
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 312 (0.004s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.134 | Loss: 0.14 | Abs. Loss: 818.11
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 313 (0.004s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.121 | Loss: 0.13 | Abs. Loss: 818.24
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 314 (0.005s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.122 | Loss: 0.13 | Abs. Loss: 818.37
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 315 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.124 | Loss: 0.13 | Abs. Loss: 818.51
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 316 (0.005s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.128 | Loss: 0.14 | Abs. Loss: 818.64
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 317 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.125 | Loss: 0.13 | Abs. Loss: 818.78
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 318 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.126 | Loss: 0.13 | Abs. Loss: 818.91
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 319 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.124 | Loss: 0.13 | Abs. Loss: 819.04
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 320 (0.004s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.125 | Loss: 0.13 | Abs. Loss: 819.18
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 321 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.124 | Loss: 0.13 | Abs. Loss: 819.31
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 322 (0.006s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.121 | Loss: 0.13 | Abs. Loss: 819.44
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 323 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.118 | Loss: 0.13 | Abs. Loss: 819.56
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 324 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.115 | Loss: 0.12 | Abs. Loss: 819.69
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 325 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.126 | Loss: 0.13 | Abs. Loss: 819.82
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 326 (0.005s) | LR: 0.001 | KLD: 0.009, KLW: 1, Rec. Loss: 0.125 | Loss: 0.13 | Abs. Loss: 819.95
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 327 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.126 | Loss: 0.13 | Abs. Loss: 820.09
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 328 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.118 | Loss: 0.13 | Abs. Loss: 820.21
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 329 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.121 | Loss: 0.13 | Abs. Loss: 820.34
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 330 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.130 | Loss: 0.14 | Abs. Loss: 820.48
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 331 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.122 | Loss: 0.13 | Abs. Loss: 820.61
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 332 (0.004s) | LR: 0.001 | KLD: 0.007, KLW: 1, Rec. Loss: 0.119 | Loss: 0.13 | Abs. Loss: 820.74
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 333 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.132 | Loss: 0.14 | Abs. Loss: 820.88
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 334 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.129 | Loss: 0.14 | Abs. Loss: 821.01
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 335 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.131 | Loss: 0.14 | Abs. Loss: 821.15
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 336 (0.004s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.126 | Loss: 0.13 | Abs. Loss: 821.29
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 337 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.142 | Loss: 0.15 | Abs. Loss: 821.44
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 338 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.136 | Loss: 0.14 | Abs. Loss: 821.58
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 339 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.128 | Loss: 0.14 | Abs. Loss: 821.72
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 340 (0.005s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.129 | Loss: 0.14 | Abs. Loss: 821.85
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 341 (0.006s) | LR: 0.001 | KLD: 0.007, KLW: 1, Rec. Loss: 0.130 | Loss: 0.14 | Abs. Loss: 821.99
07/24/24 09:49:39 (1m 21s) | [9/15] Batch 342 (0.006s) | LR: 0.001 | KLD: 0.008, KLW: 1, Rec. Loss: 0.127 | Loss: 0.13 | Abs. Loss: 822.13
