10/04/24 22:56:10 Textual logger initiated. Now configuring tensorboard writer.
10/04/24 22:56:10 Tensorboard writers created. Tensorboard logs will be saved to "./Training Logs/10-04-24__22-56-10/tensorboard".
10/04/24 22:56:10 Starting Tensorboard thread...
10/04/24 22:56:14 Tensorboard is ready at http://localhost:6006/.
10/04/24 22:56:14 Continuing to training script...
10/04/24 22:56:17 Training initiated with the following parameters:
Model Parameters: (('image_channels', 1), ('h_dim', 1024), ('latent_dim', 128))
10/04/24 22:56:17 Train Loader Image Data Size: (28, 28)
10/04/24 22:56:18 (0:00:00.80) | [1/10000] Batch 0 (0.769s) | LR: 1e-08 | KLW: 0.001, KLD (loss): 15058.193, Rec. Loss: 14631.21289062 | Total Loss: 14646.27148438
10/04/24 23:01:00 (0:04:42.73) | [2/10000] Batch 1159 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10764.176, Rec. Loss: 13094.81347656 | Total Loss: 13116.34179688
10/04/24 23:01:00 (0:04:42.77) | [2/10000] Batch 1160 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 12081.590, Rec. Loss: 14766.27929688 | Total Loss: 14790.44238281
10/04/24 23:01:00 (0:04:42.81) | [2/10000] Batch 1161 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10117.457, Rec. Loss: 12274.93457031 | Total Loss: 12295.16992188
10/04/24 23:01:00 (0:04:42.85) | [2/10000] Batch 1162 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10796.086, Rec. Loss: 13118.84375000 | Total Loss: 13140.43554688
10/04/24 23:01:00 (0:04:42.89) | [2/10000] Batch 1163 (0.010s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11903.991, Rec. Loss: 14517.87402344 | Total Loss: 14541.68164062
10/04/24 23:01:00 (0:04:42.92) | [2/10000] Batch 1164 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11248.967, Rec. Loss: 13731.68652344 | Total Loss: 13754.18457031
10/04/24 23:01:00 (0:04:42.96) | [2/10000] Batch 1165 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11828.922, Rec. Loss: 14441.29003906 | Total Loss: 14464.94824219
10/04/24 23:01:00 (0:04:43.00) | [2/10000] Batch 1166 (0.012s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 9634.856, Rec. Loss: 11778.87402344 | Total Loss: 11798.14355469
10/04/24 23:01:00 (0:04:43.04) | [2/10000] Batch 1167 (0.012s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11130.090, Rec. Loss: 13566.30859375 | Total Loss: 13588.56835938
10/04/24 23:01:00 (0:04:43.08) | [2/10000] Batch 1168 (0.012s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11817.400, Rec. Loss: 14411.33398438 | Total Loss: 14434.96875000
10/04/24 23:01:00 (0:04:43.12) | [2/10000] Batch 1169 (0.012s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11114.635, Rec. Loss: 13556.62011719 | Total Loss: 13578.84960938
10/04/24 23:01:00 (0:04:43.16) | [2/10000] Batch 1170 (0.012s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11258.637, Rec. Loss: 13717.74023438 | Total Loss: 13740.25781250
10/04/24 23:01:00 (0:04:43.20) | [2/10000] Batch 1171 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10636.459, Rec. Loss: 12987.99511719 | Total Loss: 13009.26757812
10/04/24 23:01:00 (0:04:43.24) | [2/10000] Batch 1172 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11613.006, Rec. Loss: 14171.34082031 | Total Loss: 14194.56640625
10/04/24 23:01:00 (0:04:43.28) | [2/10000] Batch 1173 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10977.826, Rec. Loss: 13376.19628906 | Total Loss: 13398.15234375
10/04/24 23:01:00 (0:04:43.32) | [2/10000] Batch 1174 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11228.502, Rec. Loss: 13717.76464844 | Total Loss: 13740.22167969
10/04/24 23:01:00 (0:04:43.35) | [2/10000] Batch 1175 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10432.971, Rec. Loss: 12720.45996094 | Total Loss: 12741.32617188
10/04/24 23:01:00 (0:04:43.39) | [2/10000] Batch 1176 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10977.717, Rec. Loss: 13361.82910156 | Total Loss: 13383.78417969
10/04/24 23:01:00 (0:04:43.43) | [2/10000] Batch 1177 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11220.862, Rec. Loss: 13686.39843750 | Total Loss: 13708.83984375
10/04/24 23:01:00 (0:04:43.47) | [2/10000] Batch 1178 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10996.918, Rec. Loss: 13421.81835938 | Total Loss: 13443.81250000
10/04/24 23:01:00 (0:04:43.50) | [2/10000] Batch 1179 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11559.986, Rec. Loss: 14135.90234375 | Total Loss: 14159.02246094
10/04/24 23:01:00 (0:04:43.54) | [2/10000] Batch 1180 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10682.219, Rec. Loss: 13075.84472656 | Total Loss: 13097.20898438
10/04/24 23:01:00 (0:04:43.58) | [2/10000] Batch 1181 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11692.990, Rec. Loss: 14293.82324219 | Total Loss: 14317.20898438
10/04/24 23:01:00 (0:04:43.62) | [2/10000] Batch 1182 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11031.173, Rec. Loss: 13383.30468750 | Total Loss: 13405.36718750
10/04/24 23:01:00 (0:04:43.66) | [2/10000] Batch 1183 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11495.411, Rec. Loss: 14032.46972656 | Total Loss: 14055.46093750
10/04/24 23:01:01 (0:04:43.69) | [2/10000] Batch 1184 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10812.852, Rec. Loss: 13181.31738281 | Total Loss: 13202.94335938
10/04/24 23:01:01 (0:04:43.73) | [2/10000] Batch 1185 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10146.390, Rec. Loss: 12346.29882812 | Total Loss: 12366.59179688
10/04/24 23:01:01 (0:04:43.77) | [2/10000] Batch 1186 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 12119.162, Rec. Loss: 14796.59277344 | Total Loss: 14820.83105469
10/04/24 23:01:01 (0:04:43.81) | [2/10000] Batch 1187 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11401.898, Rec. Loss: 13922.65429688 | Total Loss: 13945.45800781
10/04/24 23:01:01 (0:04:43.85) | [2/10000] Batch 1188 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10887.737, Rec. Loss: 13291.75390625 | Total Loss: 13313.52929688
10/04/24 23:01:01 (0:04:43.88) | [2/10000] Batch 1189 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11979.908, Rec. Loss: 14624.17187500 | Total Loss: 14648.13183594
10/04/24 23:01:01 (0:04:43.92) | [2/10000] Batch 1190 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10700.510, Rec. Loss: 13086.79687500 | Total Loss: 13108.19824219
10/04/24 23:01:01 (0:04:43.96) | [2/10000] Batch 1191 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10616.506, Rec. Loss: 12948.85351562 | Total Loss: 12970.08691406
10/04/24 23:01:01 (0:04:44.00) | [2/10000] Batch 1192 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11310.146, Rec. Loss: 13812.29101562 | Total Loss: 13834.91113281
10/04/24 23:01:01 (0:04:44.03) | [2/10000] Batch 1193 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10761.145, Rec. Loss: 13133.07714844 | Total Loss: 13154.59960938
10/04/24 23:01:01 (0:04:44.07) | [2/10000] Batch 1194 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 9991.039, Rec. Loss: 12229.05371094 | Total Loss: 12249.03613281
10/04/24 23:01:01 (0:04:44.11) | [2/10000] Batch 1195 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11198.996, Rec. Loss: 13671.63769531 | Total Loss: 13694.03613281
10/04/24 23:01:01 (0:04:44.15) | [2/10000] Batch 1196 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11363.633, Rec. Loss: 13820.28222656 | Total Loss: 13843.00976562
10/04/24 23:01:01 (0:04:44.18) | [2/10000] Batch 1197 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11144.540, Rec. Loss: 13527.60449219 | Total Loss: 13549.89355469
10/04/24 23:01:01 (0:04:44.22) | [2/10000] Batch 1198 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10954.383, Rec. Loss: 13412.62109375 | Total Loss: 13434.53027344
10/04/24 23:01:01 (0:04:44.26) | [2/10000] Batch 1199 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11131.395, Rec. Loss: 13616.74902344 | Total Loss: 13639.01171875
10/04/24 23:01:01 (0:04:44.30) | [2/10000] Batch 1200 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10802.514, Rec. Loss: 13259.40234375 | Total Loss: 13281.00781250
10/04/24 23:01:01 (0:04:44.34) | [2/10000] Batch 1201 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11306.200, Rec. Loss: 13837.19628906 | Total Loss: 13859.80859375
10/04/24 23:01:01 (0:04:44.37) | [2/10000] Batch 1202 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10346.369, Rec. Loss: 12637.99707031 | Total Loss: 12658.68945312
10/04/24 23:01:01 (0:04:44.41) | [2/10000] Batch 1203 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11143.195, Rec. Loss: 13578.72851562 | Total Loss: 13601.01464844
10/04/24 23:01:01 (0:04:44.45) | [2/10000] Batch 1204 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11899.920, Rec. Loss: 14518.45214844 | Total Loss: 14542.25195312
10/04/24 23:01:01 (0:04:44.49) | [2/10000] Batch 1205 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10630.242, Rec. Loss: 13034.57031250 | Total Loss: 13055.83105469
10/04/24 23:01:01 (0:04:44.53) | [2/10000] Batch 1206 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11137.195, Rec. Loss: 13627.58789062 | Total Loss: 13649.86230469
10/04/24 23:01:01 (0:04:44.56) | [2/10000] Batch 1207 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11366.437, Rec. Loss: 13849.72070312 | Total Loss: 13872.45312500
10/04/24 23:01:01 (0:04:44.60) | [2/10000] Batch 1208 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11137.245, Rec. Loss: 13648.83593750 | Total Loss: 13671.11035156
10/04/24 23:01:01 (0:04:44.64) | [2/10000] Batch 1209 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10366.169, Rec. Loss: 12670.78320312 | Total Loss: 12691.51562500
10/04/24 23:01:02 (0:04:44.68) | [2/10000] Batch 1210 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10604.453, Rec. Loss: 12923.58496094 | Total Loss: 12944.79394531
10/04/24 23:01:02 (0:04:44.71) | [2/10000] Batch 1211 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11152.648, Rec. Loss: 13612.48242188 | Total Loss: 13634.78808594
10/04/24 23:01:02 (0:04:44.75) | [2/10000] Batch 1212 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10385.932, Rec. Loss: 12715.79296875 | Total Loss: 12736.56445312
10/04/24 23:01:02 (0:04:44.79) | [2/10000] Batch 1213 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 9479.729, Rec. Loss: 11618.66015625 | Total Loss: 11637.61914062
10/04/24 23:01:02 (0:04:44.83) | [2/10000] Batch 1214 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11368.703, Rec. Loss: 13959.51855469 | Total Loss: 13982.25585938
10/04/24 23:01:02 (0:04:44.87) | [2/10000] Batch 1215 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10344.973, Rec. Loss: 12687.95996094 | Total Loss: 12708.65039062
10/04/24 23:01:02 (0:04:44.90) | [2/10000] Batch 1216 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11439.500, Rec. Loss: 13975.43554688 | Total Loss: 13998.31445312
10/04/24 23:01:02 (0:04:44.94) | [2/10000] Batch 1217 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11385.279, Rec. Loss: 13917.57714844 | Total Loss: 13940.34765625
10/04/24 23:01:02 (0:04:44.98) | [2/10000] Batch 1218 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10098.027, Rec. Loss: 12288.03710938 | Total Loss: 12308.23339844
10/04/24 23:01:02 (0:04:45.02) | [2/10000] Batch 1219 (0.012s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10824.405, Rec. Loss: 13256.20019531 | Total Loss: 13277.84863281
10/04/24 23:01:02 (0:04:45.06) | [2/10000] Batch 1220 (0.012s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11547.640, Rec. Loss: 14124.51757812 | Total Loss: 14147.61328125
10/04/24 23:01:02 (0:04:45.10) | [2/10000] Batch 1221 (0.012s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10399.921, Rec. Loss: 12700.88281250 | Total Loss: 12721.68261719
10/04/24 23:01:02 (0:04:45.14) | [2/10000] Batch 1222 (0.012s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10545.825, Rec. Loss: 12951.74707031 | Total Loss: 12972.83886719
10/04/24 23:01:02 (0:04:45.18) | [2/10000] Batch 1223 (0.011s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10387.993, Rec. Loss: 12732.34277344 | Total Loss: 12753.11914062
10/04/24 23:01:02 (0:04:45.22) | [2/10000] Batch 1224 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11449.379, Rec. Loss: 14040.08007812 | Total Loss: 14062.97851562
10/04/24 23:01:02 (0:04:45.26) | [2/10000] Batch 1225 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11200.825, Rec. Loss: 13761.18164062 | Total Loss: 13783.58300781
10/04/24 23:01:02 (0:04:45.29) | [2/10000] Batch 1226 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10370.602, Rec. Loss: 12663.64843750 | Total Loss: 12684.38964844
10/04/24 23:01:02 (0:04:45.33) | [2/10000] Batch 1227 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11466.935, Rec. Loss: 14039.64453125 | Total Loss: 14062.57812500
10/04/24 23:01:02 (0:04:45.37) | [2/10000] Batch 1228 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11256.660, Rec. Loss: 13813.38769531 | Total Loss: 13835.90136719
10/04/24 23:01:02 (0:04:45.41) | [2/10000] Batch 1229 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11189.541, Rec. Loss: 13728.58984375 | Total Loss: 13750.96875000
10/04/24 23:01:02 (0:04:45.44) | [2/10000] Batch 1230 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11895.359, Rec. Loss: 14538.13574219 | Total Loss: 14561.92675781
10/04/24 23:01:02 (0:04:45.48) | [2/10000] Batch 1231 (0.008s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10887.695, Rec. Loss: 13335.09960938 | Total Loss: 13356.87500000
10/04/24 23:01:02 (0:04:45.52) | [2/10000] Batch 1232 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10701.416, Rec. Loss: 13105.51562500 | Total Loss: 13126.91894531
10/04/24 23:01:02 (0:04:45.56) | [2/10000] Batch 1233 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10652.658, Rec. Loss: 13016.97558594 | Total Loss: 13038.28125000
10/04/24 23:01:02 (0:04:45.60) | [2/10000] Batch 1234 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11250.207, Rec. Loss: 13803.83984375 | Total Loss: 13826.33984375
10/04/24 23:01:02 (0:04:45.63) | [2/10000] Batch 1235 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11949.121, Rec. Loss: 14647.68652344 | Total Loss: 14671.58496094
10/04/24 23:01:02 (0:04:45.67) | [2/10000] Batch 1236 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11211.253, Rec. Loss: 13772.60742188 | Total Loss: 13795.03027344
10/04/24 23:01:03 (0:04:45.71) | [2/10000] Batch 1237 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10811.200, Rec. Loss: 13284.73925781 | Total Loss: 13306.36132812
10/04/24 23:01:03 (0:04:45.75) | [2/10000] Batch 1238 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11246.984, Rec. Loss: 13799.44628906 | Total Loss: 13821.94042969
10/04/24 23:01:03 (0:04:45.78) | [2/10000] Batch 1239 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11102.318, Rec. Loss: 13681.79296875 | Total Loss: 13703.99804688
10/04/24 23:01:03 (0:04:45.82) | [2/10000] Batch 1240 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10809.652, Rec. Loss: 13281.35546875 | Total Loss: 13302.97460938
10/04/24 23:01:03 (0:04:45.86) | [2/10000] Batch 1241 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11184.473, Rec. Loss: 13746.24609375 | Total Loss: 13768.61523438
10/04/24 23:01:03 (0:04:45.90) | [2/10000] Batch 1242 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10956.781, Rec. Loss: 13479.97363281 | Total Loss: 13501.88671875
10/04/24 23:01:03 (0:04:45.94) | [2/10000] Batch 1243 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10610.803, Rec. Loss: 13005.03417969 | Total Loss: 13026.25585938
10/04/24 23:01:03 (0:04:45.97) | [2/10000] Batch 1244 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10820.024, Rec. Loss: 13243.58984375 | Total Loss: 13265.22949219
10/04/24 23:01:03 (0:04:46.01) | [2/10000] Batch 1245 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11960.084, Rec. Loss: 14638.06347656 | Total Loss: 14661.98339844
10/04/24 23:01:03 (0:04:46.05) | [2/10000] Batch 1246 (0.008s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10569.927, Rec. Loss: 12958.71289062 | Total Loss: 12979.85253906
10/04/24 23:01:03 (0:04:46.09) | [2/10000] Batch 1247 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10554.883, Rec. Loss: 12914.40527344 | Total Loss: 12935.51464844
10/04/24 23:01:03 (0:04:46.12) | [2/10000] Batch 1248 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10735.536, Rec. Loss: 13207.14453125 | Total Loss: 13228.61523438
10/04/24 23:01:03 (0:04:46.16) | [2/10000] Batch 1249 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10921.001, Rec. Loss: 13428.78417969 | Total Loss: 13450.62597656
10/04/24 23:01:03 (0:04:46.20) | [2/10000] Batch 1250 (0.008s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11732.455, Rec. Loss: 14358.60449219 | Total Loss: 14382.06933594
10/04/24 23:01:03 (0:04:46.24) | [2/10000] Batch 1251 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10836.621, Rec. Loss: 13310.58496094 | Total Loss: 13332.25781250
10/04/24 23:01:03 (0:04:46.27) | [2/10000] Batch 1252 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10407.721, Rec. Loss: 12696.73632812 | Total Loss: 12717.55175781
10/04/24 23:01:03 (0:04:46.31) | [2/10000] Batch 1253 (0.008s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11757.653, Rec. Loss: 14350.03613281 | Total Loss: 14373.55175781
10/04/24 23:01:03 (0:04:46.35) | [2/10000] Batch 1254 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11318.612, Rec. Loss: 13947.09570312 | Total Loss: 13969.73339844
10/04/24 23:01:03 (0:04:46.39) | [2/10000] Batch 1255 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11494.866, Rec. Loss: 14139.43164062 | Total Loss: 14162.42089844
10/04/24 23:01:03 (0:04:46.43) | [2/10000] Batch 1256 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11074.715, Rec. Loss: 13618.87304688 | Total Loss: 13641.02246094
10/04/24 23:01:03 (0:04:46.46) | [2/10000] Batch 1257 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10624.197, Rec. Loss: 13098.09667969 | Total Loss: 13119.34472656
10/04/24 23:01:03 (0:04:46.50) | [2/10000] Batch 1258 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11578.047, Rec. Loss: 14272.87207031 | Total Loss: 14296.02832031
10/04/24 23:01:03 (0:04:46.54) | [2/10000] Batch 1259 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10507.211, Rec. Loss: 12953.00000000 | Total Loss: 12974.01464844
10/04/24 23:01:03 (0:04:46.58) | [2/10000] Batch 1260 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11415.994, Rec. Loss: 14010.35742188 | Total Loss: 14033.18945312
10/04/24 23:01:03 (0:04:46.61) | [2/10000] Batch 1261 (0.008s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11236.674, Rec. Loss: 13810.97167969 | Total Loss: 13833.44531250
10/04/24 23:01:03 (0:04:46.65) | [2/10000] Batch 1262 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11419.051, Rec. Loss: 14018.77050781 | Total Loss: 14041.60839844
10/04/24 23:01:04 (0:04:46.69) | [2/10000] Batch 1263 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11450.926, Rec. Loss: 14094.85546875 | Total Loss: 14117.75683594
10/04/24 23:01:04 (0:04:46.73) | [2/10000] Batch 1264 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 12019.188, Rec. Loss: 14801.71777344 | Total Loss: 14825.75585938
10/04/24 23:01:04 (0:04:46.76) | [2/10000] Batch 1265 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10740.160, Rec. Loss: 13230.95214844 | Total Loss: 13252.43261719
10/04/24 23:01:04 (0:04:46.80) | [2/10000] Batch 1266 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11471.902, Rec. Loss: 14168.91601562 | Total Loss: 14191.85937500
10/04/24 23:01:04 (0:04:46.84) | [2/10000] Batch 1267 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 9722.676, Rec. Loss: 11955.96484375 | Total Loss: 11975.41015625
10/04/24 23:01:04 (0:04:46.88) | [2/10000] Batch 1268 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10801.568, Rec. Loss: 13295.59179688 | Total Loss: 13317.19531250
10/04/24 23:01:04 (0:04:46.92) | [2/10000] Batch 1269 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10870.826, Rec. Loss: 13316.16992188 | Total Loss: 13337.91113281
10/04/24 23:01:04 (0:04:46.95) | [2/10000] Batch 1270 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11999.495, Rec. Loss: 14774.50585938 | Total Loss: 14798.50488281
10/04/24 23:01:04 (0:04:46.99) | [2/10000] Batch 1271 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10607.512, Rec. Loss: 12954.01171875 | Total Loss: 12975.22656250
10/04/24 23:01:04 (0:04:47.03) | [2/10000] Batch 1272 (0.011s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10906.145, Rec. Loss: 13442.33886719 | Total Loss: 13464.15136719
10/04/24 23:01:04 (0:04:47.07) | [2/10000] Batch 1273 (0.012s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10331.059, Rec. Loss: 12726.31640625 | Total Loss: 12746.97851562
10/04/24 23:01:04 (0:04:47.11) | [2/10000] Batch 1274 (0.012s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10137.246, Rec. Loss: 12472.74023438 | Total Loss: 12493.01464844
10/04/24 23:01:04 (0:04:47.15) | [2/10000] Batch 1275 (0.012s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11118.066, Rec. Loss: 13691.45800781 | Total Loss: 13713.69433594
10/04/24 23:01:04 (0:04:47.19) | [2/10000] Batch 1276 (0.012s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11224.035, Rec. Loss: 13780.55859375 | Total Loss: 13803.00683594
10/04/24 23:01:04 (0:04:47.23) | [2/10000] Batch 1277 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11737.905, Rec. Loss: 14387.24902344 | Total Loss: 14410.72460938
10/04/24 23:01:04 (0:04:47.27) | [2/10000] Batch 1278 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10970.328, Rec. Loss: 13482.66113281 | Total Loss: 13504.60156250
10/04/24 23:01:04 (0:04:47.31) | [2/10000] Batch 1279 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10092.434, Rec. Loss: 12398.77734375 | Total Loss: 12418.96191406
10/04/24 23:01:04 (0:04:47.35) | [2/10000] Batch 1280 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10983.277, Rec. Loss: 13503.44042969 | Total Loss: 13525.40722656
10/04/24 23:01:04 (0:04:47.38) | [2/10000] Batch 1281 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10824.808, Rec. Loss: 13204.52832031 | Total Loss: 13226.17773438
10/04/24 23:01:04 (0:04:47.42) | [2/10000] Batch 1282 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10890.084, Rec. Loss: 13413.83300781 | Total Loss: 13435.61328125
10/04/24 23:01:04 (0:04:47.46) | [2/10000] Batch 1283 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10797.965, Rec. Loss: 13351.17871094 | Total Loss: 13372.77441406
10/04/24 23:01:04 (0:04:47.50) | [2/10000] Batch 1284 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10760.084, Rec. Loss: 13229.35156250 | Total Loss: 13250.87207031
10/04/24 23:01:04 (0:04:47.53) | [2/10000] Batch 1285 (0.010s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11681.863, Rec. Loss: 14367.89257812 | Total Loss: 14391.25585938
10/04/24 23:01:04 (0:04:47.57) | [2/10000] Batch 1286 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 11260.024, Rec. Loss: 13851.68652344 | Total Loss: 13874.20703125
10/04/24 23:01:04 (0:04:47.61) | [2/10000] Batch 1287 (0.009s) | LR: 1e-08 | KLW: 0.002, KLD (loss): 10747.807, Rec. Loss: 13175.74414062 | Total Loss: 13197.24023438
